"ID","mother","mother_social","father","sex","birth_clan","birth_date","birth_year","mother_rank_ord","mother_rank_std","mother_rank_std_0_1","lifespan","left_censored","right_censored","Fped","total_number_cubs","ancestors","n_ancestors","clansize_native","clansize_all","keep_mainclan_born","keep_non_adopted","keep_followed_atleast4yrs","keep_followed_atleast8yrs","keep_followed_atleast10yrs","keep_followed_atleast12yrs","keep_survived_to_24m","keep_left_uncensored","keep_right_uncensored","keep_sextets_and_septets"
"CroCro_0001",NA,NA,NA,"female","A",1988-05-21,1988,NA,NA,NA,19.047227926078,TRUE,FALSE,0,15,NA,0,2,3,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_4886",NA,NA,NA,"female","A",1992-10-21,1992,NA,NA,NA,4.99931553730322,TRUE,FALSE,0,1,NA,0,10,12,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"A-003",NA,NA,NA,"female","A",1989-05-21,1989,NA,NA,NA,15.6878850102669,TRUE,FALSE,0,11,NA,0,3,6,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_5729",NA,NA,NA,"female","A",1988-07-13,1988,NA,NA,NA,9.00752908966461,TRUE,FALSE,0,1,NA,0,2,4,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_4548",NA,NA,NA,"female","A",1991-07-17,1991,NA,NA,NA,19.6112251882272,TRUE,FALSE,0,10,NA,0,7,9,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_3998",NA,NA,NA,"female","A",1988-07-14,1988,NA,NA,NA,8.05201916495551,TRUE,FALSE,0,1,NA,0,2,5,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_0003","CroCro_5402","CroCro_5402","A-045","female","A",1994-05-21,1994,NA,NA,NA,14.5297741273101,TRUE,FALSE,0,10,NA,2,13,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"A-009",NA,NA,NA,"female","A",1994-01-16,1994,NA,NA,NA,12.7830253251198,TRUE,FALSE,0,8,NA,0,12,16,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_0005","CroCro_0001","CroCro_0001","A-045","female","A",1994-09-21,1994,NA,NA,NA,5.37713894592745,TRUE,FALSE,0,4,NA,2,15,26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_0006",NA,NA,NA,"male","X",1992-04-14,1992,NA,NA,NA,12.0082135523614,TRUE,FALSE,0,8,NA,0,5,31,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"A-013",NA,NA,NA,"female","A",1991-12-07,1991,NA,NA,NA,19.8329911019849,TRUE,FALSE,0,11,NA,0,7,11,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_4799",NA,NA,NA,"female","A",1983-09-25,1983,NA,NA,NA,14.0533880903491,TRUE,FALSE,0,2,NA,0,0,1,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_5402",NA,NA,NA,"female","A",1990-07-17,1990,NA,NA,NA,16.9390828199863,TRUE,FALSE,0,8,NA,0,6,7,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_4340",NA,NA,NA,"female","A",1991-06-18,1991,NA,NA,NA,16.5749486652977,TRUE,FALSE,0,11,NA,0,6,8,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_4168",NA,NA,NA,"female","A",1985-04-10,1985,NA,NA,NA,13.4318959616701,TRUE,FALSE,0,0,NA,0,1,2,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_0008","CroCro_0001","CroCro_0001","A-045","female","A",1994-09-21,1994,NA,NA,NA,9.76865160848734,TRUE,FALSE,0,7,NA,2,15,26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_0009","CroCro_4340","CroCro_4340",NA,"female","A",1994-09-17,1994,NA,NA,NA,15.6632443531828,TRUE,FALSE,0,15,NA,1,15,23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_4139",NA,NA,NA,"female","A",1991-08-03,1991,NA,NA,NA,14.5297741273101,TRUE,FALSE,0,8,NA,0,7,10,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"A-040",NA,NA,NA,"male","A",1994-04-13,1994,NA,NA,NA,12.5366187542779,TRUE,FALSE,0,2,NA,0,12,18,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"A-041","A-013","A-013",NA,"male","A",1994-07-14,1994,NA,NA,NA,8.80219028062971,TRUE,FALSE,0,10,NA,1,13,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_0012",NA,NA,NA,"male","X",1991-07-13,1991,NA,NA,NA,8.73648186173854,TRUE,FALSE,0,2,NA,0,4,23,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_5080",NA,NA,NA,"male","A",1993-05-21,1993,NA,NA,NA,3.31006160164271,TRUE,FALSE,0,0,NA,0,11,13,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_5200",NA,NA,NA,"male","X",1984-05-21,1984,NA,NA,NA,12.1998631074606,TRUE,FALSE,0,0,NA,0,0,1,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"A-045",NA,NA,NA,"male","X",1988-07-13,1988,NA,NA,NA,10.1738535249829,TRUE,FALSE,0,6,NA,0,1,7,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"A-046","CroCro_0001","CroCro_0001",NA,"male","A",1994-09-21,1994,NA,NA,NA,9.1170431211499,TRUE,FALSE,0,7,NA,1,15,26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_4466",NA,NA,NA,"male","X",1989-04-26,1989,NA,NA,NA,8.2135523613963,TRUE,FALSE,0,0,NA,0,1,13,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_0015",NA,NA,NA,"male","X",1993-07-13,1993,NA,NA,NA,10.9349760438056,TRUE,FALSE,0,0,NA,0,10,36,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_0016",NA,NA,NA,"male","A",1994-04-14,1994,NA,NA,NA,9.45927446954141,TRUE,FALSE,0,11,NA,0,12,19,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_0017",NA,NA,NA,"male","X",1993-09-07,1993,NA,NA,NA,7.98631074606434,TRUE,FALSE,0,1,NA,0,11,38,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"A-051",NA,NA,NA,"male","X",1993-03-10,1993,NA,NA,NA,11.7344284736482,TRUE,FALSE,0,13,NA,0,6,35,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_0019",NA,NA,NA,"male","A",1993-08-07,1993,NA,NA,NA,6.61738535249829,TRUE,FALSE,0,0,NA,0,11,15,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_5170",NA,NA,NA,"male","A",1993-08-01,1993,NA,NA,NA,3.70704996577687,TRUE,FALSE,0,0,NA,0,11,14,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"A-054",NA,NA,"CroCro_0006","male","A",1995-12-23,1995,NA,NA,NA,6.94592744695414,TRUE,FALSE,0,9,NA,1,26,31,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_5767",NA,NA,NA,"male","X",1990-08-18,1990,NA,NA,NA,6.45037645448323,TRUE,FALSE,0,0,NA,0,6,18,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"A-056",NA,NA,NA,"male","A",1994-06-06,1994,NA,NA,NA,13.9438740588638,TRUE,FALSE,0,4,NA,0,13,21,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_0022","CroCro_4139","CroCro_4139",NA,"male","A",1994-04-07,1994,NA,NA,NA,5.70294318959617,TRUE,FALSE,0,0,NA,1,12,17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_5387",NA,NA,NA,NA,"A",1995-05-20,1995,NA,NA,NA,1.25119780971937,TRUE,FALSE,0,0,NA,0,19,27,TRUE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"CroCro_4199",NA,NA,NA,"male","A",2002-10-19,2002,NA,NA,NA,1.67008898015058,FALSE,FALSE,0,0,NA,0,37,66,TRUE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5668",NA,NA,NA,"female","A",2002-10-20,2002,NA,NA,NA,1.0321697467488,FALSE,FALSE,0,0,NA,0,37,67,TRUE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5734","CroCro_4340","CroCro_4340",NA,NA,"A",2003-07-25,2003,12,0.45,0.725,0.136892539356605,FALSE,FALSE,0,0,NA,1,41,78,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5484","A-145","A-145",NA,NA,"A",2006-08-02,2006,16,0.25,0.625,0.131416837782341,FALSE,FALSE,0,0,NA,3,41,64,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5618","A-145","A-145",NA,NA,"A",2006-08-02,2006,16,0.25,0.625,0.131416837782341,FALSE,FALSE,0,0,NA,3,41,64,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"A-080","CroCro_4886","CroCro_4886","CroCro_0006","female","A",1996-06-11,1996,5,0.692307692307692,0.846153846153846,9.26488706365503,FALSE,FALSE,0,8,NA,2,27,43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_3906","CroCro_4139","CroCro_4139",NA,"female","A",1996-06-21,1996,20,-0.461538461538461,0.269230769230769,13.138945927447,FALSE,FALSE,0,9,NA,1,27,44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_4998","CroCro_3998","CroCro_3998",NA,"male","A",1995-11-13,1995,NA,NA,NA,0.684462696783025,TRUE,FALSE,0,0,NA,1,26,30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"CroCro_4598",NA,NA,NA,"male","A",1996-02-08,1996,NA,NA,NA,1.70020533880904,TRUE,FALSE,0,0,NA,0,26,33,TRUE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"CroCro_0024","CroCro_0001","CroCro_0001",NA,"male","A",1995-10-08,1995,NA,NA,NA,8.03285420944558,TRUE,FALSE,0,6,NA,1,26,28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_4747","A-003","A-003",NA,"male","A",1995-10-20,1995,NA,NA,NA,7.94250513347023,TRUE,FALSE,0,1,NA,1,26,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_4354","CroCro_4799","CroCro_4799",NA,"male","A",1996-10-28,1996,16,-0.2,0.4,0.747433264887064,FALSE,FALSE,0,0,NA,1,26,42,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"A-087","CroCro_4799","CroCro_4799","A-051","male","A",1996-10-28,1996,16,-0.2,0.4,11.3210130047912,FALSE,FALSE,0,14,NA,2,26,42,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_5570","CroCro_0001","CroCro_0001",NA,"female","A",1996-12-12,1996,1,1,1,0.837782340862423,FALSE,FALSE,0,0,NA,1,26,46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_0026","CroCro_0001","CroCro_0001",NA,"male","A",1996-12-12,1996,1,1,1,3.72895277207392,FALSE,FALSE,0,0,NA,1,26,46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_5695","CroCro_5402","CroCro_5402",NA,"male","A",1997-01-20,1997,20,-0.407407407407407,0.296296296296296,0.364134154688569,FALSE,FALSE,0,0,NA,1,28,49,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4743","CroCro_5402","CroCro_5402",NA,"male","A",1997-01-20,1997,20,-0.407407407407407,0.296296296296296,0.59958932238193,FALSE,FALSE,0,0,NA,1,28,49,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_0027","CroCro_4340","CroCro_4340","CroCro_0006","male","A",1996-10-29,1996,14,-0.04,0.48,11.2087611225188,FALSE,FALSE,0,3,NA,2,26,43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"A-093",NA,NA,NA,"male","A",1996-12-26,1996,NA,NA,NA,16.1533196440794,FALSE,FALSE,0,8,NA,0,28,47,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_4251","CroCro_5729","CroCro_5729",NA,NA,"A",1997-05-07,1997,7,0.538461538461538,0.769230769230769,0.0684462696783025,FALSE,FALSE,0,0,NA,1,27,48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5494",NA,NA,NA,"male","A",1996-11-20,1996,NA,NA,NA,0.728268309377139,FALSE,FALSE,0,0,NA,0,26,44,TRUE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4844","A-003","A-003",NA,"female","A",1997-06-12,1997,13,0.0769230769230769,0.538461538461538,0.0301163586584531,FALSE,FALSE,0,0,NA,1,27,47,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4670","A-003","A-003",NA,"male","A",1997-06-12,1997,13,0.0769230769230769,0.538461538461538,0.0301163586584531,FALSE,FALSE,0,0,NA,1,27,47,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4721","CroCro_0005","CroCro_0005",NA,"female","A",1997-07-22,1997,5,0.68,0.84,0.191649555099247,FALSE,FALSE,0,0,NA,3,26,45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4800","CroCro_0005","CroCro_0005",NA,"male","A",1997-07-22,1997,5,0.68,0.84,0.191649555099247,FALSE,FALSE,0,0,NA,3,26,45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4195","CroCro_4548","CroCro_4548","A-045","male","A",1997-08-15,1997,18,-0.36,0.32,6.25872689938398,FALSE,FALSE,0,2,NA,2,26,44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0029","CroCro_0001","CroCro_0001","A-045","female","A",1998-01-18,1998,1,1,1,5.60438056125941,FALSE,FALSE,0,1,NA,2,25,37,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0030","CroCro_4340","CroCro_4340","A-051","female","A",1998-06-15,1998,13,-0.0434782608695652,0.478260869565217,14.6146475017112,FALSE,FALSE,0,8,NA,2,24,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0031","CroCro_4340","CroCro_4340",NA,"male","A",1998-06-15,1998,13,-0.0434782608695652,0.478260869565217,5.3990417522245,FALSE,FALSE,0,0,NA,1,24,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"A-104","A-003","A-003","A-045","female","A",1998-08-15,1998,3,0.833333333333333,0.916666666666667,3.20876112251882,FALSE,FALSE,0,0,NA,2,25,41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0033","CroCro_0005","CroCro_0005",NA,"female","A",1998-10-15,1998,10,0.142857142857143,0.571428571428571,5.67830253251198,FALSE,FALSE,0,2,NA,3,22,39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0034","CroCro_0005","CroCro_0005",NA,"female","A",1998-10-15,1998,10,0.142857142857143,0.571428571428571,15.6714579055441,FALSE,FALSE,0,11,NA,3,22,39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0035","CroCro_0001","CroCro_0001","CroCro_0006","female","A",1999-03-17,1999,7,0.454545454545455,0.727272727272727,17.1663244353183,FALSE,FALSE,0,8,NA,2,23,39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0036","CroCro_0001","CroCro_0001","CroCro_0006","female","A",1999-03-17,1999,7,0.454545454545455,0.727272727272727,3.32922655715264,FALSE,FALSE,0,0,NA,2,23,39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"A-109","A-009","A-009","A-051","male","A",1999-04-20,1999,3,0.80952380952381,0.904761904761905,0.922655715263518,FALSE,FALSE,0,0,NA,2,22,39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_5817","A-080","A-080",NA,"female","A",1999-09-04,1999,14,-0.130434782608696,0.434782608695652,2.217659137577,FALSE,FALSE,0,0,NA,3,24,39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_4423","CroCro_4139","CroCro_4139",NA,"male","A",1998-03-15,1998,23,-0.833333333333333,0.0833333333333334,7.48528405201917,FALSE,FALSE,0,0,NA,1,25,39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_5315",NA,NA,NA,"female","A",1998-03-03,1998,NA,NA,NA,2.5160848733744,FALSE,FALSE,0,0,NA,0,25,38,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_3980",NA,NA,NA,"male","A",1995-12-25,1995,NA,NA,NA,5.57426420260096,TRUE,FALSE,0,0,NA,0,26,32,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"CroCro_0038","A-013","A-013","CroCro_0017","female","A",1997-08-23,1997,9,0.36,0.68,7.92060232717317,FALSE,FALSE,0,7,NA,2,26,45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0039","CroCro_4139","CroCro_4139","A-051","female","A",1999-11-13,1999,22,-0.68,0.16,8.04106776180698,FALSE,FALSE,0,2,NA,2,26,41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0040","CroCro_5402","CroCro_5402","A-051","female","A",1999-11-14,1999,21,-0.6,0.2,15.1047227926078,FALSE,FALSE,0,9,NA,2,26,42,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0041","CroCro_4548","CroCro_4548","CroCro_0703","male","A",1999-11-28,1999,19,-0.44,0.28,2.60369609856263,FALSE,FALSE,0,0,NA,4,26,43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0042","CroCro_4139","CroCro_4139","A-051","male","A",1999-11-13,1999,22,-0.68,0.16,8.49007529089665,FALSE,FALSE,0,1,NA,2,26,41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"A-119","A-013","A-013","A-040","female","A",1999-12-03,1999,1,1,1,13.4811772758385,FALSE,FALSE,0,8,NA,2,26,44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_5297","A-013","A-013",NA,"female","A",1999-12-03,1999,1,1,1,0.301163586584531,FALSE,FALSE,0,0,NA,1,26,44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"A-121","A-003","A-003","M-051","male","A",2000-02-09,2000,4,0.75,0.875,3.73442847364819,FALSE,FALSE,0,0,NA,3,25,45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"A-122","CroCro_4340","CroCro_4340","CroCro_0709","male","A",2000-04-01,2000,7,0.52,0.76,11.7043121149897,FALSE,FALSE,0,18,NA,2,26,44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0046","CroCro_4340","CroCro_4340","CroCro_0709","male","A",2000-04-01,2000,7,0.52,0.76,18.1930184804928,FALSE,FALSE,0,13,NA,2,26,44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"A-124","CroCro_3906","CroCro_3906","M-051","male","A",2000-04-21,2000,24,-0.84,0.08,18.2395619438741,FALSE,FALSE,0,11,NA,4,26,44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0048","A-009","A-009","A-040","male","A",2000-06-25,2000,3,0.84,0.92,9.05954825462012,FALSE,FALSE,0,4,NA,2,26,46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_4401","A-009","A-009",NA,"male","A",2000-06-25,2000,3,0.84,0.92,0.418891170431211,FALSE,FALSE,0,0,NA,1,26,46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_0049","CroCro_0001","CroCro_0001","CroCro_0012","male","A",2000-07-25,2000,10,0.28,0.64,3.04722792607803,FALSE,FALSE,0,0,NA,2,26,48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0050","CroCro_0001","CroCro_0001","CroCro_0012","male","A",2000-07-25,2000,10,0.28,0.64,13.8015058179329,FALSE,FALSE,0,18,NA,2,26,48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0051","A-080","A-080","M-051","female","A",2000-09-11,2000,16,-0.25,0.375,16.7173169062286,FALSE,FALSE,0,1,NA,5,25,48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"A-130","A-080","A-080","M-051","male","A",2000-09-11,2000,16,-0.25,0.375,1.82614647501711,FALSE,FALSE,0,0,NA,5,25,48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"CroCro_0053","CroCro_4548","CroCro_4548","CroCro_0006","male","A",2001-02-25,2001,21,-0.333333333333333,0.333333333333333,0.706365503080082,FALSE,FALSE,0,0,NA,2,31,51,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_0054","CroCro_4548","CroCro_4548","CroCro_0006","female","A",2001-02-25,2001,21,-0.333333333333333,0.333333333333333,6.8829568788501,FALSE,FALSE,0,3,NA,2,31,51,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_5399","A-003","A-003",NA,"female","A",2001-04-20,2001,5,0.75,0.875,0.528405201916496,FALSE,FALSE,0,0,NA,1,33,55,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_4425","A-003","A-003",NA,"male","A",2001-04-20,2001,5,0.75,0.875,0.528405201916496,FALSE,FALSE,0,0,NA,1,33,55,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"CroCro_0055","CroCro_0038","CroCro_0038","X-017","female","A",2001-04-10,2001,3,0.875,0.9375,5.54962354551677,FALSE,FALSE,0,6,NA,4,33,53,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0056","CroCro_0038","CroCro_0038","X-017","female","A",2001-04-10,2001,3,0.875,0.9375,3.64955509924709,FALSE,FALSE,0,2,NA,4,33,53,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"A-137","CroCro_5402","CroCro_5402","M-051","male","A",2000-12-11,2000,23,-0.517241379310345,0.241379310344828,13.4647501711157,FALSE,FALSE,0,16,NA,3,30,48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0058","CroCro_3906","CroCro_3906","M-051","male","A",2001-02-15,2001,30,-0.933333333333333,0.0333333333333333,12.2245037645448,FALSE,FALSE,0,4,NA,4,31,49,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0059","CroCro_4139","CroCro_4139","M-051","female","A",2001-05-05,2001,28,-0.636363636363636,0.181818181818182,12.0602327173169,FALSE,FALSE,0,9,NA,3,34,57,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_0060","CroCro_4139","CroCro_4139","M-051","female","A",2001-05-05,2001,28,-0.636363636363636,0.181818181818182,11.0691307323751,FALSE,FALSE,0,6,NA,3,34,57,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"CroCro_4758","A-013","A-013",NA,NA,"A",2001-10-02,2001,1,1,1,0.10403832991102,FALSE,FALSE,0,0,NA,1,37,65,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"A-142","A-013","A-013","M-051","male","A",2001-10-02,2001,1,1,1,11.5975359342916,FALSE,FALSE,0,10,NA,3,37,65,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"A-143","A-009","A-009","M-051","female","A",2001-11-18,2001,4,0.823529411764706,0.911764705882353,2.00136892539357,FALSE,FALSE,0,0,NA,3,35,60,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
