ID,Fhat3
CroCro_1059,-0.0344274
CroCro_1060,0.00267111
CroCro_1061,0.0196251
CroCro_1062,-0.0076929
CroCro_1063,-0.0331015
CroCro_1064,-0.0121848
CroCro_1065,-0.0163469
CroCro_1066,-0.0029818
CroCro_1067,0.0452133
S-257,-0.00321201
CroCro_1069,-0.0240531
CroCro_1070,-0.0304857
S-261,-0.00457823
CroCro_1072,0.0153045
CroCro_1073,-0.011987
CroCro_1074,-0.0307981
CroCro_1075,-0.0073386
CroCro_1076,-2.36157e-4
CroCro_1077,0.0807488
CroCro_1078,-0.0123904
CroCro_1079,0.008751
CroCro_1080,-0.0032566
CroCro_1081,-0.0244541
CroCro_1082,0.00105368
CroCro_1083,0.0188547
CroCro_1084,-0.0128055
CroCro_1085,0.0127441
CroCro_1086,-0.025897
CroCro_1087,0.0216407
CroCro_1088,-0.0195231
CroCro_1089,0.0201818
S-303,-0.0165035
CroCro_1091,0.0161897
S-307,-0.00461436
CroCro_1093,0.0330982
CroCro_1094,0.122697
CroCro_1095,0.211114
CroCro_1096,-0.0416333
S-314,-0.00551116
CroCro_1098,-0.0111952
CroCro_1099,0.0095113
CroCro_1100,-0.0167436
CroCro_1101,-0.0190351
CroCro_1102,-0.0155674
S-355,-0.0132345
CroCro_1104,-0.00813231
CroCro_1105,-0.0037144500000000002
CroCro_1106,-4.19543e-4
CroCro_1107,-0.00831902
CroCro_1108,-0.029929
CroCro_1109,-7.5535e-4
CroCro_1110,0.0125961
CroCro_1111,0.041603
CroCro_1112,-0.105046
T-080,-0.0215945
CroCro_1114,-0.0144105
CroCro_1115,-0.0153046
CroCro_1116,0.00312918
CroCro_1117,-0.0227648
CroCro_1118,0.038907
CroCro_1119,0.00419382
CroCro_1120,0.00175069
CroCro_1121,-0.0075639
CroCro_1122,-0.0210166
CroCro_1123,0.0130548
CroCro_1124,-0.0168259
CroCro_1125,0.0828382
CroCro_1126,-0.0192279
CroCro_1127,-0.0120183
CroCro_1128,-0.00218448
T-135,-0.0126692
CroCro_1130,0.0037436600000000002
T-142,-0.00763807
CroCro_1132,-0.00627559
CroCro_1133,-0.00444593
T-158,0.13176
CroCro_1135,-0.0108929
CroCro_1136,-0.00450648
T-179,0.0724944
T-180,-0.0144269
CroCro_1139,0.00913425
CroCro_1140,-0.00198558
CroCro_3869,-0.0205149
CroCro_1142,-0.0418861
T-188,0.018817
CroCro_1144,0.00307191
CroCro_1145,-0.025016300000000002
T-197,0.00377131
CroCro_1147,-0.0138314
CroCro_1148,0.0115513
CroCro_1149,-0.0271451
CroCro_1150,-0.0246325
CroCro_1151,-0.0260374
CroCro_1152,-0.0325905
CroCro_1153,0.00547293
CroCro_1154,0.0146209
CroCro_1155,0.0118953
